SAGA,TFIID group	 Gene ID	 Common Name
TFIID-dominated	YGR071C	
TFIID-dominated	YGR072W	UPF3
TFIID-dominated	YGR073C	
TFIID-dominated	YGR074W	SMD1
TFIID-dominated	YGR075C	PRP38
TFIID-dominated	YGR076C	MRPL25
TFIID-dominated	YGR077C	PEX8
TFIID-dominated	YGR078C	PAC10
TFIID-dominated	YGR079W	
TFIID-dominated	YGR080W	TWF1
TFIID-dominated	YGR081C	
TFIID-dominated	YGR082W	TOM20
no call	YGR083C	GCD2
TFIID-dominated	YGR084C	MRP13
TFIID-dominated	YGR085C	RPL11B
SAGA-dominated	YGR086C	PIL1
SAGA-dominated	YGR087C	PDC6
SAGA-dominated	YGR088W	CTT1
TFIID-dominated	YGR089W	NNF2
TFIID-dominated	YGR090W	UTP22
TFIID-dominated	YGR091W	PRP31
TFIID-dominated	YGR092W	DBF2
TFIID-dominated	YGR093W	
TFIID-dominated	YGR094W	VAS1
TFIID-dominated	YGR095C	RRP46
TFIID-dominated	YGR096W	TPC1
no call	YGR097W	ASK10
TFIID-dominated	YGR098C	ESP1
TFIID-dominated	YGR099W	TEL2
no call	YGR100W	MDR1
TFIID-dominated	YGR101W	PCP1
TFIID-dominated	YGR102C	
TFIID-dominated	YGR103W	NOP7
TFIID-dominated	YGR104C	SRB5
TFIID-dominated	YGR105W	VMA21
TFIID-dominated	YGR106C	
no call	YGR107W	
SAGA/TFIID	YGR108W	CLB1
TFIID-dominated	YGR109C	CLB6
TFIID-dominated	YGR110W	
TFIID-dominated	YGR111W	
TFIID-dominated	YGR112W	SHY1
TFIID-dominated	YGR113W	DAM1
TFIID-dominated	YGR114C	
TFIID-dominated	YGR115C	
TFIID-dominated	YGR116W	SPT6
TFIID-dominated	YGR117C	
TFIID-dominated	YGR118W	RPS23A
TFIID-dominated	YGR119C	NUP57
TFIID-dominated	YGR120C	COG2
SAGA-dominated	YGR121C	MEP1
TFIID-dominated	YGR122W	
TFIID-dominated	YGR123C	PPT1
TFIID-dominated	YGR124W	ASN2
TFIID-dominated	YGR125W	
TFIID-dominated	YGR126W	
TFIID-dominated	YGR127W	
TFIID-dominated	YGR128C	UTP8
TFIID-dominated	YGR129W	SYF2
SAGA-dominated	YGR130C	
TFIID-dominated	YGR131W	
TFIID-dominated	YGR132C	PHB1
TFIID-dominated	YGR133W	PEX4
TFIID-dominated	YGR134W	CAF130
TFIID-dominated	YGR135W	PRE9
SAGA-dominated	YGR136W	LSB1
SAGA-dominated	YGR137W	
SAGA-dominated	YGR138C	TPO2
SAGA-dominated	YGR139W	
TFIID-dominated	YGR140W	CBF2
TFIID-dominated	YGR141W	VPS62
TFIID-dominated	YGR142W	BTN2
TFIID-dominated	YGR143W	SKN1
TFIID-dominated	YGR144W	THI4
TFIID-dominated	YGR145W	ENP2
no call	YGR146C	
TFIID-dominated	YGR147C	NAT2
TFIID-dominated	YGR148C	RPL24B
SAGA-dominated	YGR149W	
TFIID-dominated	YGR150C	
TFIID-dominated	YGR151C	
TFIID-dominated	YGR152C	RSR1
TFIID-dominated	YGR153W	
TFIID-dominated	YGR154C	
TFIID-dominated	YGR155W	CYS4
TFIID-dominated	YGR156W	PTI1
TFIID-dominated	YGR157W	CHO2
TFIID-dominated	YGR158C	MTR3
TFIID-dominated	YGR159C	NSR1
TFIID-dominated	YGR160W	
SAGA-dominated	YGR161C	RTS3
TFIID-dominated	YGR162W	TIF4631
TFIID-dominated	YGR163W	GTR2
TFIID-dominated	YGR164W	
TFIID-dominated	YGR165W	MRPS35
TFIID-dominated	YGR166W	KRE11
TFIID-dominated	YGR167W	CLC1
TFIID-dominated	YGR168C	
TFIID-dominated	YGR169C	PUS6
TFIID-dominated	YGR170W	PSD2
TFIID-dominated	YGR171C	MSM1
TFIID-dominated	YGR172C	YIP1
TFIID-dominated	YGR173W	
TFIID-dominated	YGR174C	CBP4
TFIID-dominated	YGR175C	ERG1
TFIID-dominated	YGR176W	
TFIID-dominated	YGR177C	ATF2
TFIID-dominated	YGR178C	PBP1
TFIID-dominated	YGR179C	OKP1
SAGA/TFIID	YGR180C	RNR4
TFIID-dominated	YGR181W	TIM13
TFIID-dominated	YGR182C	
TFIID-dominated	YGR183C	QCR9
TFIID-dominated	YGR184C	UBR1
TFIID-dominated	YGR185C	TYS1
TFIID-dominated	YGR186W	TFG1
TFIID-dominated	YGR187C	HGH1
TFIID-dominated	YGR188C	BUB1
SAGA-dominated	YGR189C	CRH1
TFIID-dominated	YGR190C	
TFIID-dominated	YGR191W	HIP1
SAGA-dominated	YGR192C	TDH3
TFIID-dominated	YGR193C	PDX1
TFIID-dominated	YGR194C	XKS1
TFIID-dominated	YGR195W	SKI6
TFIID-dominated	YGR196C	FYV8
SAGA-dominated	YGR197C	SNG1
TFIID-dominated	YGR198W	
TFIID-dominated	YGR199W	PMT6
TFIID-dominated	YGR200C	ELP2
TFIID-dominated	YGR201C	
TFIID-dominated	YGR202C	PCT1
TFIID-dominated	YGR203W	
SAGA-dominated	YGR204W	ADE3
TFIID-dominated	YGR205W	
TFIID-dominated	YGR206W	
TFIID-dominated	YGR207C	
TFIID-dominated	YGR208W	SER2
SAGA-dominated	YGR209C	TRX2
TFIID-dominated	YGR210C	
TFIID-dominated	YGR211W	ZPR1
TFIID-dominated	YGR212W	
TFIID-dominated	YGR213C	RTA1
TFIID-dominated	YGR214W	RPS0A
TFIID-dominated	YGR215W	RSM27
TFIID-dominated	YGR216C	GPI1
TFIID-dominated	YGR217W	CCH1
TFIID-dominated	YGR218W	CRM1
TFIID-dominated	YGR219W	
TFIID-dominated	YGR220C	MRPL9
TFIID-dominated	YGR221C	TOS2
TFIID-dominated	YGR222W	PET54
TFIID-dominated	YGR223C	
TFIID-dominated	YGR224W	AZR1
SAGA/TFIID	YGR225W	AMA1
no call	YGR226C	
TFIID-dominated	YGR227W	DIE2
TFIID-dominated	YGR228W	
TFIID-dominated	YGR229C	SMI1
TFIID-dominated	YGR230W	BNS1
TFIID-dominated	YGR231C	PHB2
TFIID-dominated	YGR232W	NAS6
TFIID-dominated	YGR233C	PHO81
SAGA/TFIID	YGR234W	YHB1
TFIID-dominated	YGR235C	
no call	YGR236C	SPG1
TFIID-dominated	YGR237C	
TFIID-dominated	YGR238C	KEL2
SAGA-dominated	YGR239C	PEX21
SAGA-dominated	YGR240C	PFK1
TFIID-dominated	YGR241C	YAP1802
TFIID-dominated	YGR242W	
SAGA-dominated	YGR243W	
SAGA-dominated	YGR244C	LSC2
TFIID-dominated	YGR245C	SDA1
TFIID-dominated	YGR246C	BRF1
TFIID-dominated	YGR247W	CPD1
SAGA-dominated	YGR248W	SOL4
SAGA/TFIID	YGR249W	MGA1
SAGA-dominated	YGR250C	
TFIID-dominated	YGR251W	
TFIID-dominated	YGR252W	GCN5
TFIID-dominated	YGR253C	PUP2
SAGA-dominated	YGR254W	ENO1
TFIID-dominated	YGR255C	COQ6
SAGA-dominated	YGR256W	GND2
TFIID-dominated	YGR257C	
TFIID-dominated	YGR258C	RAD2
SAGA/TFIID	YGR259C	
SAGA/TFIID	YGR260W	TNA1
TFIID-dominated	YGR261C	APL6
TFIID-dominated	YGR262C	BUD32
TFIID-dominated	YGR263C	
TFIID-dominated	YGR264C	MES1
TFIID-dominated	YGR265W	
TFIID-dominated	YGR266W	
TFIID-dominated	YGR267C	FOL2
TFIID-dominated	YGR268C	HUA1
TFIID-dominated	YGR269W	
TFIID-dominated	YGR270W	YTA7
SAGA-dominated	YGR271W	SLH1
TFIID-dominated	YGR272C	
TFIID-dominated	YGR273C	
TFIID-dominated	YGR274C	TAF1
TFIID-dominated	YGR275W	RTT102
TFIID-dominated	YGR276C	RNH70
TFIID-dominated	YGR277C	
TFIID-dominated	YGR278W	CWC22
TFIID-dominated	YGR279C	SCW4
TFIID-dominated	YGR280C	PXR1
SAGA-dominated	YGR281W	YOR1
TFIID-dominated	YGR282C	BGL2
TFIID-dominated	YGR283C	
TFIID-dominated	YGR284C	ERV29
TFIID-dominated	YGR285C	ZUO1
TFIID-dominated	YGR286C	BIO2
TFIID-dominated	YGR287C	
TFIID-dominated	YGR288W	MAL13
TFIID-dominated	YGR289C	MAL11
TFIID-dominated	YGR290W	
no call	YGR291C	
TFIID-dominated	YGR292W	MAL12
no call	YGR293C	
SAGA/TFIID	YGR294W	
TFIID-dominated	YGR295C	COS6
TFIID-dominated	YGR296W	YRF1-3
TFIID-dominated	YHL001W	RPL14B
SAGA-dominated	YHL002W	HSE1
TFIID-dominated	YHL003C	LAG1
TFIID-dominated	YHL004W	MRP4
TFIID-dominated	YHL005C	
TFIID-dominated	YHL006C	SHU1
TFIID-dominated	YHL007C	STE20
no call	YHL008C	
TFIID-dominated	YHL009C	YAP3
TFIID-dominated	YHL010C	
TFIID-dominated	YHL011C	PRS3
TFIID-dominated	YHL012W	
TFIID-dominated	YHL013C	
TFIID-dominated	YHL014C	YLF2
TFIID-dominated	YHL015W	RPS20
SAGA-dominated	YHL016C	DUR3
TFIID-dominated	YHL017W	
TFIID-dominated	YHL018W	
TFIID-dominated	YHL019C	APM2
TFIID-dominated	YHL020C	OPI1
TFIID-dominated	YHL021C	
TFIID-dominated	YHL022C	SPO11
TFIID-dominated	YHL023C	RMD11
SAGA-dominated	YHL024W	RIM4
TFIID-dominated	YHL025W	SNF6
TFIID-dominated	YHL026C	
TFIID-dominated	YHL027W	RIM101
SAGA-dominated	YHL028W	WSC4
TFIID-dominated	YHL029C	
TFIID-dominated	YHL030W	ECM29
TFIID-dominated	YHL031C	GOS1
TFIID-dominated	YHL032C	GUT1
TFIID-dominated	YHL033C	RPL8A
TFIID-dominated	YHL034C	SBP1
SAGA-dominated	YHL035C	
TFIID-dominated	YHL036W	MUP3
no call	YHL037C	
TFIID-dominated	YHL038C	CBP2
TFIID-dominated	YHL039W	
TFIID-dominated	YHL040C	ARN1
no call	YHL041W	
TFIID-dominated	YHL042W	
TFIID-dominated	YHL043W	ECM34
TFIID-dominated	YHL044W	
no call	YHL045W	
SAGA/TFIID	YHL046C	
TFIID-dominated	YHL047C	ARN2
TFIID-dominated	YHL048W	COS8
TFIID-dominated	YHL049C	
TFIID-dominated	YHL050C	
TFIID-dominated	YHR001W	OSH7
TFIID-dominated	YHR001W-A	QCR10
TFIID-dominated	YHR002W	LEU5
TFIID-dominated	YHR003C	
TFIID-dominated	YHR004C	NEM1
SAGA-dominated	YHR005C	GPA1
TFIID-dominated	YHR006W	STP2
SAGA-dominated	YHR007C	ERG11
SAGA-dominated	YHR008C	SOD2
TFIID-dominated	YHR009C	
TFIID-dominated	YHR010W	RPL27A
TFIID-dominated	YHR011W	DIA4
TFIID-dominated	YHR012W	VPS29
TFIID-dominated	YHR013C	ARD1
SAGA/TFIID	YHR014W	SPO13
TFIID-dominated	YHR015W	MIP6
TFIID-dominated	YHR016C	YSC84
TFIID-dominated	YHR017W	YSC83
SAGA-dominated	YHR018C	ARG4
TFIID-dominated	YHR019C	DED81
TFIID-dominated	YHR020W	
TFIID-dominated	YHR021C	RPS27B
TFIID-dominated	YHR021W-A	ECM12
TFIID-dominated	YHR022C	
TFIID-dominated	YHR023W	MYO1
TFIID-dominated	YHR024C	MAS2
TFIID-dominated	YHR025W	THR1
TFIID-dominated	YHR026W	PPA1
TFIID-dominated	YHR027C	RPN1
TFIID-dominated	YHR028C	DAP2
TFIID-dominated	YHR029C	
SAGA-dominated	YHR030C	SLT2
TFIID-dominated	YHR031C	RRM3
TFIID-dominated	YHR032W	
TFIID-dominated	YHR033W	
TFIID-dominated	YHR034C	
TFIID-dominated	YHR035W	
TFIID-dominated	YHR036W	
TFIID-dominated	YHR037W	PUT2
TFIID-dominated	YHR038W	FIL1
TFIID-dominated	YHR039C	MSC7
TFIID-dominated	YHR039C-B	
TFIID-dominated	YHR040W	
TFIID-dominated	YHR041C	SRB2
TFIID-dominated	YHR042W	NCP1
TFIID-dominated	YHR043C	DOG2
TFIID-dominated	YHR044C	DOG1
TFIID-dominated	YHR045W	
TFIID-dominated	YHR046C	INM1
TFIID-dominated	YHR047C	AAP1'
TFIID-dominated	YHR048W	
TFIID-dominated	YHR049C-A	
TFIID-dominated	YHR049W	FSH1
TFIID-dominated	YHR050W	SMF2
TFIID-dominated	YHR051W	COX6
TFIID-dominated	YHR052W	CIC1
TFIID-dominated	YHR053C	CUP1-1
TFIID-dominated	YHR054C	
SAGA-dominated	YHR055C	CUP1-2
TFIID-dominated	YHR056C	RSC30
TFIID-dominated	YHR057C	CPR2
TFIID-dominated	YHR058C	MED6
TFIID-dominated	YHR059W	FYV4
TFIID-dominated	YHR060W	VMA22
TFIID-dominated	YHR061C	GIC1
TFIID-dominated	YHR062C	RPP1
TFIID-dominated	YHR063C	PAN5
TFIID-dominated	YHR064C	SSZ1
TFIID-dominated	YHR065C	RRP3
TFIID-dominated	YHR066W	SSF1
TFIID-dominated	YHR067W	RMD12
TFIID-dominated	YHR068W	DYS1
TFIID-dominated	YHR069C	RRP4
TFIID-dominated	YHR070W	TRM5
SAGA-dominated	YHR071W	PCL5
TFIID-dominated	YHR072W	ERG7
TFIID-dominated	YHR073W	OSH3
TFIID-dominated	YHR074W	QNS1
TFIID-dominated	YHR075C	PPE1
TFIID-dominated	YHR076W	PTC7
TFIID-dominated	YHR077C	NMD2
TFIID-dominated	YHR078W	
no call	YHR079C	IRE1
TFIID-dominated	YHR079C-B	
TFIID-dominated	YHR080C	
TFIID-dominated	YHR081W	LRP1
TFIID-dominated	YHR082C	KSP1
TFIID-dominated	YHR083W	
TFIID-dominated	YHR084W	STE12
TFIID-dominated	YHR085W	IPI1
TFIID-dominated	YHR086W	NAM8
SAGA-dominated	YHR087W	
TFIID-dominated	YHR088W	RPF1
TFIID-dominated	YHR089C	GAR1
TFIID-dominated	YHR090C	YNG2
TFIID-dominated	YHR091C	MSR1
SAGA-dominated	YHR092C	HXT4
TFIID-dominated	YHR093W	AHT1
SAGA-dominated	YHR094C	HXT1
TFIID-dominated	YHR095W	
SAGA-dominated	YHR096C	HXT5
SAGA-dominated	YHR097C	
TFIID-dominated	YHR098C	SFB3
TFIID-dominated	YHR099W	TRA1
TFIID-dominated	YHR100C	
TFIID-dominated	YHR101C	BIG1
TFIID-dominated	YHR102W	KIC1
TFIID-dominated	YHR103W	SBE22
TFIID-dominated	YHR104W	GRE3
TFIID-dominated	YHR105W	YPT35
TFIID-dominated	YHR106W	TRR2
TFIID-dominated	YHR107C	CDC12
TFIID-dominated	YHR108W	GGA2
TFIID-dominated	YHR109W	CTM1
TFIID-dominated	YHR110W	ERP5
TFIID-dominated	YHR111W	UBA4
TFIID-dominated	YHR112C	
TFIID-dominated	YHR113W	
TFIID-dominated	YHR114W	BZZ1
TFIID-dominated	YHR115C	
TFIID-dominated	YHR116W	
TFIID-dominated	YHR117W	TOM71
TFIID-dominated	YHR118C	ORC6
TFIID-dominated	YHR119W	SET1
TFIID-dominated	YHR120W	MSH1
TFIID-dominated	YHR121W	
TFIID-dominated	YHR122W	
TFIID-dominated	YHR123W	EPT1
TFIID-dominated	YHR124W	NDT80
no call	YHR125W	
no call	YHR126C	
TFIID-dominated	YHR127W	
TFIID-dominated	YHR128W	FUR1
TFIID-dominated	YHR129C	ARP1
no call	YHR130C	
TFIID-dominated	YHR131C	
TFIID-dominated	YHR132C	ECM14
TFIID-dominated	YHR133C	
TFIID-dominated	YHR134W	WSS1
TFIID-dominated	YHR135C	YCK1
TFIID-dominated	YHR136C	SPL2
SAGA-dominated	YHR137W	ARO9
SAGA-dominated	YHR138C	
SAGA-dominated	YHR139C	SPS100
no call	YHR139C-A	
TFIID-dominated	YHR140W	
TFIID-dominated	YHR141C	RPL42B
TFIID-dominated	YHR142W	CHS7
SAGA-dominated	YHR143W	DSE2
TFIID-dominated	YHR143W-A	RPC10
TFIID-dominated	YHR144C	DCD1
SAGA-dominated	YHR145C	
TFIID-dominated	YHR146W	CRP1
TFIID-dominated	YHR147C	MRPL6
TFIID-dominated	YHR148W	IMP3
TFIID-dominated	YHR149C	
TFIID-dominated	YHR150W	
TFIID-dominated	YHR151C	
TFIID-dominated	YHR152W	SPO12
SAGA/TFIID	YHR153C	SPO16
TFIID-dominated	YHR154W	RTT107
TFIID-dominated	YHR155W	
TFIID-dominated	YHR156C	LIN1
TFIID-dominated	YHR157W	REC104
TFIID-dominated	YHR158C	KEL1
TFIID-dominated	YHR159W	
TFIID-dominated	YHR160C	PEX18
TFIID-dominated	YHR161C	YAP1801
SAGA-dominated	YHR162W	
TFIID-dominated	YHR163W	SOL3
TFIID-dominated	YHR164C	DNA2
TFIID-dominated	YHR165C	PRP8
TFIID-dominated	YHR166C	CDC23
TFIID-dominated	YHR167W	THP2
TFIID-dominated	YHR168W	
TFIID-dominated	YHR169W	DBP8
TFIID-dominated	YHR170W	NMD3
TFIID-dominated	YHR171W	APG7
TFIID-dominated	YHR172W	SPC97
TFIID-dominated	YHR173C	
SAGA-dominated	YHR174W	ENO2
TFIID-dominated	YHR175W	CTR2
TFIID-dominated	YHR176W	FMO
TFIID-dominated	YHR177W	
TFIID-dominated	YHR178W	STB5
TFIID-dominated	YHR179W	OYE2
TFIID-dominated	YHR180W	
TFIID-dominated	YHR181W	
TFIID-dominated	YHR182W	
TFIID-dominated	YHR183W	GND1
TFIID-dominated	YHR184W	SSP1
no call	YHR185C	PFS1
SAGA-dominated	YHR186C	KOG1
TFIID-dominated	YHR187W	IKI1
TFIID-dominated	YHR188C	GPI16
TFIID-dominated	YHR189W	PTH1
TFIID-dominated	YHR190W	ERG9
TFIID-dominated	YHR191C	CTF8
TFIID-dominated	YHR192W	
TFIID-dominated	YHR193C	EGD2
TFIID-dominated	YHR194W	MDM31
TFIID-dominated	YHR195W	NVJ1
TFIID-dominated	YHR196W	UTP9
TFIID-dominated	YHR197W	IPI2
TFIID-dominated	YHR198C	
TFIID-dominated	YHR199C	
TFIID-dominated	YHR200W	RPN10
TFIID-dominated	YHR201C	PPX1
TFIID-dominated	YHR202W	
TFIID-dominated	YHR203C	RPS4B
TFIID-dominated	YHR204W	MNL1
TFIID-dominated	YHR205W	SCH9
TFIID-dominated	YHR206W	SKN7
TFIID-dominated	YHR207C	SET5
TFIID-dominated	YHR208W	BAT1
SAGA-dominated	YHR209W	
TFIID-dominated	YHR210C	
TFIID-dominated	YHR211W	FLO5
TFIID-dominated	YHR212C	
TFIID-dominated	YHR213W	
SAGA-dominated	YHR214C-B	
SAGA-dominated	YHR214W	
SAGA/TFIID	YHR214W-A	
SAGA/TFIID	YHR215W	PHO12
TFIID-dominated	YHR216W	IMD2
TFIID-dominated	YHR217C	
TFIID-dominated	YHR218W	
TFIID-dominated	YHR219W	
TFIID-dominated	YHROO5C-A	
TFIID-dominated	YIL001W	
TFIID-dominated	YIL002C	INP51
TFIID-dominated	YIL003W	DRE3
TFIID-dominated	YIL004C	BET1
TFIID-dominated	YIL005W	EPS1
TFIID-dominated	YIL006W	
TFIID-dominated	YIL007C	
TFIID-dominated	YIL008W	URM1
TFIID-dominated	YIL009C-A	EST3
TFIID-dominated	YIL009W	FAA3
TFIID-dominated	YIL010W	DOT5
SAGA/TFIID	YIL011W	TIR3
no call	YIL012W	
TFIID-dominated	YIL013C	PDR11
TFIID-dominated	YIL014W	MNT3
TFIID-dominated	YIL015C-A	
TFIID-dominated	YIL015W	BAR1
TFIID-dominated	YIL016W	SNL1
TFIID-dominated	YIL017W	
TFIID-dominated	YIL018W	RPL2B
TFIID-dominated	YIL019W	
TFIID-dominated	YIL020C	HIS6
TFIID-dominated	YIL021W	RPB3
TFIID-dominated	YIL022W	TIM44
TFIID-dominated	YIL023C	
TFIID-dominated	YIL024C	
no call	YIL025C	
TFIID-dominated	YIL026C	IRR1
TFIID-dominated	YIL027C	KRE27
TFIID-dominated	YIL028W	
TFIID-dominated	YIL029C	
TFIID-dominated	YIL030C	SSM4
TFIID-dominated	YIL031W	ULP2
no call	YIL032C	
TFIID-dominated	YIL033C	BCY1
TFIID-dominated	YIL034C	CAP2
TFIID-dominated	YIL035C	CKA1
TFIID-dominated	YIL036W	CST6
TFIID-dominated	YIL037C	PRM2
TFIID-dominated	YIL038C	NOT3
TFIID-dominated	YIL039W	
TFIID-dominated	YIL040W	APQ12
TFIID-dominated	YIL041W	
TFIID-dominated	YIL042C	
TFIID-dominated	YIL043C	CBR1
TFIID-dominated	YIL044C	AGE2
TFIID-dominated	YIL045W	PIG2
no call	YIL046W	MET30
TFIID-dominated	YIL047C	SYG1
TFIID-dominated	YIL048W	NEO1
TFIID-dominated	YIL049W	DFG10
TFIID-dominated	YIL050W	PCL7
TFIID-dominated	YIL051C	MMF1
TFIID-dominated	YIL052C	RPL34B
SAGA-dominated	YIL053W	RHR2
TFIID-dominated	YIL054W	
no call	YIL055C	
TFIID-dominated	YIL056W	
no call	YIL057C	
TFIID-dominated	YIL058W	
TFIID-dominated	YIL059C	
TFIID-dominated	YIL060W	
TFIID-dominated	YIL061C	SNP1
TFIID-dominated	YIL062C	ARC15
TFIID-dominated	YIL063C	YRB2
TFIID-dominated	YIL064W	
TFIID-dominated	YIL065C	FIS1
no call	YIL066C	RNR3
TFIID-dominated	YIL067C	
TFIID-dominated	YIL068C	SEC6
TFIID-dominated	YIL069C	RPS24B
TFIID-dominated	YIL070C	MAM33
TFIID-dominated	YIL071W	
TFIID-dominated	YIL072W	HOP1
no call	YIL073C	SPO22
TFIID-dominated	YIL074C	SER33
TFIID-dominated	YIL075C	RPN2
TFIID-dominated	YIL076W	SEC28
TFIID-dominated	YIL077C	
TFIID-dominated	YIL078W	THS1
TFIID-dominated	YIL079C	AIR1
SAGA-dominated	YIL080W	
SAGA-dominated	YIL082W	
SAGA-dominated	YIL082W-A	
TFIID-dominated	YIL083C	
TFIID-dominated	YIL084C	SDS3
TFIID-dominated	YIL085C	KTR7
TFIID-dominated	YIL086C	
TFIID-dominated	YIL087C	
TFIID-dominated	YIL088C	
TFIID-dominated	YIL089W	
TFIID-dominated	YIL090W	
TFIID-dominated	YIL091C	
TFIID-dominated	YIL092W	
TFIID-dominated	YIL093C	RSM25
TFIID-dominated	YIL094C	LYS12
TFIID-dominated	YIL095W	PRK1
TFIID-dominated	YIL096C	
TFIID-dominated	YIL097W	FYV10
TFIID-dominated	YIL098C	FMC1
TFIID-dominated	YIL099W	SGA1
no call	YIL100W	
SAGA-dominated	YIL101C	XBP1
no call	YIL102C	
TFIID-dominated	YIL103W	
SAGA-dominated	YIL104C	SHQ1
TFIID-dominated	YIL105C	
TFIID-dominated	YIL106W	MOB1
TFIID-dominated	YIL107C	PFK26
TFIID-dominated	YIL108W	
TFIID-dominated	YIL109C	SEC24
TFIID-dominated	YIL110W	
TFIID-dominated	YIL111W	COX5B
TFIID-dominated	YIL112W	HOS4
SAGA-dominated	YIL113W	SDP1
TFIID-dominated	YIL114C	POR2
TFIID-dominated	YIL115C	NUP159
SAGA-dominated	YIL116W	HIS5
SAGA-dominated	YIL117C	PRM5
TFIID-dominated	YIL118W	RHO3
SAGA/TFIID	YIL119C	RPI1
TFIID-dominated	YIL120W	QDR1
SAGA-dominated	YIL121W	
TFIID-dominated	YIL122W	POG1
SAGA/TFIID	YIL123W	SIM1
TFIID-dominated	YIL124W	AYR1
TFIID-dominated	YIL125W	KGD1
TFIID-dominated	YIL126W	STH1
TFIID-dominated	YIL127C	
TFIID-dominated	YIL128W	MET18
TFIID-dominated	YIL129C	TAO3
TFIID-dominated	YIL130W	GIN1
TFIID-dominated	YIL131C	FKH1
SAGA/TFIID	YIL132C	CSM2
TFIID-dominated	YIL133C	RPL16A
TFIID-dominated	YIL134W	FLX1
TFIID-dominated	YIL135C	
SAGA-dominated	YIL136W	OM45
TFIID-dominated	YIL137C	
TFIID-dominated	YIL138C	TPM2
TFIID-dominated	YIL139C	REV7
TFIID-dominated	YIL140W	AXL2
TFIID-dominated	YIL141W	
TFIID-dominated	YIL142W	CCT2
TFIID-dominated	YIL143C	SSL2
TFIID-dominated	YIL144W	TID3
TFIID-dominated	YIL145C	PAN6
TFIID-dominated	YIL146C	ECM37
TFIID-dominated	YIL147C	SLN1
TFIID-dominated	YIL148W	RPL40A
TFIID-dominated	YIL149C	MLP2
TFIID-dominated	YIL150C	MCM10
TFIID-dominated	YIL151C	
TFIID-dominated	YIL152W	
TFIID-dominated	YIL153W	RRD1
TFIID-dominated	YIL154C	IMP2'
SAGA-dominated	YIL155C	GUT2
TFIID-dominated	YIL156W	UBP7
TFIID-dominated	YIL157C	
TFIID-dominated	YIL158W	
TFIID-dominated	YIL159W	BNR1
TFIID-dominated	YIL160C	POT1
TFIID-dominated	YIL161W	
TFIID-dominated	YIL162W	SUC2
TFIID-dominated	YIL163C	
SAGA/TFIID	YIL164C	NIT1
TFIID-dominated	YIL165C	
TFIID-dominated	YIL166C	
TFIID-dominated	YIL167W	
TFIID-dominated	YIL168W	SDL1
SAGA-dominated	YIL169C	
TFIID-dominated	YIL170W	HXT12
TFIID-dominated	YIL171W	HXT12
TFIID-dominated	YIL172C	
TFIID-dominated	YIL173W	VTH1
TFIID-dominated	YIL174W	
SAGA/TFIID	YIL175W	
TFIID-dominated	YIL176C	
TFIID-dominated	YIL177C	
TFIID-dominated	YIR001C	SGN1
TFIID-dominated	YIR002C	MPH1
TFIID-dominated	YIR003W	
TFIID-dominated	YIR004W	DJP1
TFIID-dominated	YIR005W	IST3
TFIID-dominated	YIR006C	PAN1
TFIID-dominated	YIR007W	
TFIID-dominated	YIR008C	PRI1
TFIID-dominated	YIR009W	MSL1
TFIID-dominated	YIR010W	DSN1
TFIID-dominated	YIR011C	STS1
TFIID-dominated	YIR012W	SQT1
no call	YIR013C	GAT4
TFIID-dominated	YIR014W	
TFIID-dominated	YIR015W	RPR2
TFIID-dominated	YIR016W	
TFIID-dominated	YIR017C	MET28
TFIID-dominated	YIR018W	YAP5
no call	YIR019C	MUC1
TFIID-dominated	YIR020C	
TFIID-dominated	YIR021W	MRS1
TFIID-dominated	YIR022W	SEC11
TFIID-dominated	YIR023W	DAL81
TFIID-dominated	YIR024C	GIF1
TFIID-dominated	YIR025W	MND2
TFIID-dominated	YIR026C	YVH1
SAGA/TFIID	YIR027C	DAL1
SAGA/TFIID	YIR028W	DAL4
TFIID-dominated	YIR029W	DAL2
SAGA/TFIID	YIR030C	DCG1
TFIID-dominated	YIR031C	DAL7
SAGA-dominated	YIR032C	DAL3
TFIID-dominated	YIR033W	MGA2
SAGA-dominated	YIR034C	LYS1
SAGA/TFIID	YIR035C	
TFIID-dominated	YIR036C	
TFIID-dominated	YIR037W	HYR1
SAGA-dominated	YIR038C	GTT1
TFIID-dominated	YIR039C	YPS6
SAGA/TFIID	YIR040C	
TFIID-dominated	YIR041W	
SAGA/TFIID	YIR042C	
TFIID-dominated	YIR043C	
TFIID-dominated	YIR044C	
TFIID-dominated	YJL001W	PRE3
TFIID-dominated	YJL002C	OST1
TFIID-dominated	YJL003W	COX16
TFIID-dominated	YJL004C	SYS1
TFIID-dominated	YJL005W	CYR1
TFIID-dominated	YJL006C	CTK2
no call	YJL007C	
TFIID-dominated	YJL008C	CCT8
TFIID-dominated	YJL009W	
TFIID-dominated	YJL010C	
TFIID-dominated	YJL011C	RPC17
TFIID-dominated	YJL012C	VTC4
TFIID-dominated	YJL013C	MAD3
TFIID-dominated	YJL014W	CCT3
SAGA-dominated	YJL015C	
SAGA-dominated	YJL016W	
SAGA-dominated	YJL017W	
TFIID-dominated	YJL018W	
TFIID-dominated	YJL019W	MPS3
TFIID-dominated	YJL020C	BBC1
TFIID-dominated	YJL021C	
TFIID-dominated	YJL022W	
TFIID-dominated	YJL023C	PET130
TFIID-dominated	YJL024C	APS3
TFIID-dominated	YJL025W	RRN7
SAGA/TFIID	YJL026W	RNR2
